,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
1703,Turkey,gaziantep,,fenerbahçe,ticaret,,,,,,2021-04-03 16:29:43.471000+00:00,Turkey
1704,Turkey,bolu,Evt,boluspor,setbest,,,,,,2021-04-03 16:35:50.866000+00:00,Turkey
1705,Turkey,hatay, proje hakkında pek birşey soyleyemeyecegim çünkü pek bişey bilmiyorum arkadaş dedi böyle bişey var indir yap bende yapıyorum kusura bakmayın ilerleyen tarihlerde bir fikir bı algı oluşursa kafamda bunu sizinle paylaşmak isterim,galatasaray,elektrik ustası,,,,,,2021-04-03 16:57:03.506000+00:00,Turkey
1706,Turkey,i̇stanbul, Öğrenciyim geniş bir çevreye sahibim paylaşımlarla etkileyebilirim,galatasaray,öğrenci,,,,,,2021-04-03 16:17:08.514000+00:00,Turkey
1707,Turkey,gaziantep,Özveriliyim,fenerbahçe,bakkal,,,,,,2021-04-03 16:14:36.911000+00:00,Turkey
1708,Turkey,i̇zmir,Hayır malesef yok,beşiktaş,ev hanımı,,,,,,2021-04-03 16:23:14.759000+00:00,Turkey
1709,Turkey,bursa,Yok,fenerbahçe,öğrenci,,,,,,2021-04-03 16:07:01.970000+00:00,Turkey
1710,Turkey,bursa,,galatasaray,mobilya pazarlama,,,,,,2021-04-04 17:36:47.907000+00:00,Turkey
1711,Turkey,diyarbakır,Sonra ,beşiktaş,vhki,,,,,,2021-04-03 16:03:31.986000+00:00,Turkey
1712,Turkey,i̇stanbul,  tfb projesini çok başarılı buluyorum arkadaşlarıma tavsiye edeceğim,fenerbahçe,tekniker,,,,,,2021-04-03 15:56:47.163000+00:00,Turkey
1713,Turkey,bolu,,yok,öğretmen,,,,,,2021-04-03 15:56:48.019000+00:00,Turkey
1714,Turkey,ankara, ,beşiktaş,tünel iscisi,,,,,,2021-04-03 16:47:28.276000+00:00,Turkey
1715,Turkey,denizli,Ercan,galatasaray,i̇şçi,,,,,,2021-04-03 15:57:34.733000+00:00,Turkey
1716,Turkey,yalova, ,fenerbahçe,haddeci,,,,,,2021-04-03 17:36:15.625000+00:00,Turkey
1717,Turkey,kayseri,: ,fenerbahçe,ekspertiz,,,,,,2021-04-03 15:44:24.680000+00:00,Turkey
1718,Turkey,konya,Umarım başarılı olursunuz,galatasaray,memur,,,,,,2021-04-03 15:41:46.987000+00:00,Turkey
1719,Turkey,yozgat,Ya,fenetbahçe,profosör,,,,,,2021-04-03 15:28:14.289000+00:00,Turkey
1720,Turkey,bursa,nope,galatasaray,student,,,,,,2021-04-03 15:26:27.073000+00:00,Turkey
1721,Turkey,i̇stanbul,,galatasaray,reklamcılık,,,,,,2021-04-03 15:19:26.365000+00:00,Turkey
1722,Turkey,muğla,,galatasaray,mühendis,,,,,,2021-04-03 15:06:17.754000+00:00,Turkey
1723,Turkey,i̇stanbul, telefon numaram ise 05454106470,galatasaray,i̇nşaatçı,,,,,,2021-04-03 15:06:25.194000+00:00,Turkey
1724,Turkey,diyarbakır,,galatasaray,memur,,,,,,2021-04-03 14:54:23.444000+00:00,Turkey
1725,Turkey,karabük,,boluspor,yazılım,,,,,,2021-04-03 16:43:45.859000+00:00,Turkey
1726,Turkey,hatay,Kriptoda yeni olduğumdan çok bir fikir üretemeyeceğim,trabzonspor,öğrenci,,,,,,2021-04-01 20:07:40.057000+00:00,Turkey
1727,Turkey,diyarbakır,,beşiktaş,ev hanımı,,,,,,2021-04-03 16:44:26.120000+00:00,Turkey
1728,Turkey,konya,Daha iyi yerlere gelecek,konyaspor,serbest meslek,,,,,,2021-04-03 16:45:37.905000+00:00,Turkey
1729,Turkey,osmaniye, ,fenerbahçe,meb,,,,,,2021-04-03 18:48:10.220000+00:00,Turkey
1730,Turkey,istanbul, ,fenerbahçe,yonrtici,,,,,,2021-04-03 19:04:45.989000+00:00,Turkey
1731,Turkey,sakarya,.,fenerbahçe,öğrenci,,,,,,2021-04-03 18:43:22.939000+00:00,Turkey
1732,Turkey,adana,,galatasaray,öğrenci,,,,,,2021-04-03 18:33:27.040000+00:00,Turkey
1733,Turkey,i̇stanbul,"Çekim oranı düşürülmeli, ",fenerbahçe,finans,,,,,,2021-04-03 18:33:32.772000+00:00,Turkey
1734,Turkey,aydın,,beşiktaş,oto tamir,,,,,,2021-04-03 18:29:35.271000+00:00,Turkey
1735,Turkey,ankara, ,galatasaray,memur,,,,,,2021-04-03 18:24:18.082000+00:00,Turkey
1736,Turkey,kocaeli,,fenerbahçe,asker,,,,,,2021-04-03 18:24:05.418000+00:00,Turkey
1737,Turkey,mardin,kemalo47 kendime güveniyorum takıma katkıda bulunmak için burdayım ,fenerbahçe,elektrik teknisyeni,,,,,,2021-04-03 18:21:03.902000+00:00,Turkey
1738,Turkey,mardin,,galatasaray,işsiz,,,,,,2021-04-03 18:18:12.133000+00:00,Turkey
1739,Turkey,i̇stanbul,Bu projeyi başarılı buluyorum projeler içinde tfbnin en iyisi olacağını düşünüyorum,besiktaş,ev hanımı,,,,,,2021-04-03 18:16:08.564000+00:00,Turkey
1740,Turkey,hatay,Yok,beşiktaş,öğretmen,,,,,,2021-04-03 18:06:04.084000+00:00,Turkey
1741,Turkey,mersin," herşeyde önce Türk Projesi oluşu ve kişiden kişiye ödüllendirme sistemini beğenerek destekliyorum. Ve bir çok kişinin de bu eğlenceli, zevkli oluşumu destekleyeceğine inancım tam. Hem oyna, hem kazan :) ",beşiktaş,antrenör,,,,,,2021-04-03 17:57:34.641000+00:00,Turkey
1742,Turkey,hatay,,hatay spor,uluslar arası tır şoförü,,,,,,2021-04-03 17:51:09.955000+00:00,Turkey
1743,Turkey,istanbul, ,beşiktaş,satis temsilcisi,,,,,,2021-04-03 17:41:33.534000+00:00,Turkey
1744,Turkey,adıyaman,,fenerbahçe,öğrenci,,,,,,2021-04-03 17:42:04.543000+00:00,Turkey
1745,Turkey,adana,Çok başarılı proje ,galatasaray,i̇şletmeci,,,,,,2021-04-03 17:33:54.262000+00:00,Turkey
1746,Turkey,konya,,real madrid,tasarımcı,,,,,,2021-04-03 17:22:41.815000+00:00,Turkey
1747,Turkey,kahramanmaraş,Yok,beşiktaş,yok,,,,,,2021-04-03 17:23:44.899000+00:00,Turkey
1748,Turkey,mardin,@resitalex,fenerbahçe,öğretmen,,,,,,2021-04-03 17:17:27.375000+00:00,Turkey
1749,Turkey,van,", güzel uygulama",fenerbahçe,öğretmen,,,,,,2021-04-03 17:12:18.463000+00:00,Turkey
1750,Turkey,kahramanmaraş,Yok,beşiktaş,serbest,,,,,,2021-04-03 17:06:25.476000+00:00,Turkey
1751,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-03 16:56:34.850000+00:00,Turkey
1752,Turkey,i̇stanbul, ,fenerbahçe,ogrenci,,,,,,2021-04-03 17:00:48.979000+00:00,Turkey
1753,Turkey,i̇stanbul,Kendim de proje üreten birisi olarak bu tür projelerin faydalı olabileceğini düşünüyorum. ,manchester city,i̇şsiz,,,,,,2021-04-03 19:33:20.140000+00:00,Turkey
1754,Turkey,siirt,,galatasaray,büro personeli,,,,,,2021-04-03 16:48:23.232000+00:00,Turkey
1755,Turkey,hatay,Tamam,beşiktaş,öğrenci,,,,,,2021-04-03 16:45:37.943000+00:00,Turkey
1756,Turkey,bzbznz,Zbzbznnz, zbzbnzzn,bzbznznznz,,,,,,2021-04-03 16:41:50.933000+00:00,Turkey
1757,Turkey,denizli,,fenerbahçe,pazarlama,,,,,,2021-04-03 06:44:00.896000+00:00,Turkey
1758,Turkey,adana,,beşiktaş,muhasabe,,,,,,2021-04-03 07:12:14.699000+00:00,Turkey
1759,Turkey,ankara,Yok,galatasaray,memur,,,,,,2021-04-03 06:33:28.089000+00:00,Turkey
1760,Turkey,i̇stanbul,,fenerbahçe,yazılım eğitim destek,,,,,,2021-04-02 13:16:21.971000+00:00,Turkey
1761,Turkey,i̇stanbul,,trabzonspor,öğrenci,,,,,,2021-04-02 13:01:12.989000+00:00,Turkey
1762,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-02 13:42:54.868000+00:00,Turkey
1763,Turkey,tokat,Yok,fenerbahçe,yok,,,,,,2021-04-02 12:52:13.394000+00:00,Turkey
1764,Turkey,diyarbakır,. ,galatasaray,öğrenci,,,,,,2021-04-02 12:50:37.018000+00:00,Turkey
1765,Turkey,aydın,Güzel kazanç ,fenerbahçe,ev hanımı,,,,,,2021-04-02 12:58:40.280000+00:00,Turkey
1766,Turkey,siverek,Bfjfnfdj,siverek belediyespor,hoca,,,,,,2021-04-02 12:47:15.566000+00:00,Turkey
1767,Turkey,ankara,,beşiktaş,memur,,,,,,2021-04-02 12:40:50.652000+00:00,Turkey
1768,Turkey,ankara, ,galatasaray,saglik,,,,,,2021-04-02 12:40:10.831000+00:00,Turkey
1769,Turkey,ankara,Daha çok kişiye yayılmalı reklam olabilir,ankaragücü ,oto kuaför,,,,,,2021-04-03 20:22:09.652000+00:00,Turkey
1770,Turkey,ardahan,Tfb projesi hakkında internette yeterli ve açıklayıcı bilgi bulunmadığını düşünüyorum Twitter'da bile arattığımda sığ bilgilere ulaşılıyor oda bir kaç kişinin paylaşımı tfb artış gösterdiği zaman zaten gündem olacaktır ama umarım bu yakın zamanda olur ,galatasaray,polis,,,,,,2021-04-02 12:29:48.319000+00:00,Turkey
1771,Turkey,kocaeli,"Emal:  , : Talha Yalgin",fenerbahçe,mühendis,,,,,,2021-04-02 12:29:32.499000+00:00,Turkey
1772,Turkey,i̇stanbul,...,beşiktaş,öğrenci,,,,,,2021-04-02 13:20:05.818000+00:00,Turkey
1773,Turkey,manisa,,galatasaray,öğrenci,,,,,,2021-04-02 12:16:41.489000+00:00,Turkey
1774,Turkey,mardin,,fenerbahçe,öğretmen,,,,,,2021-04-02 12:01:29.673000+00:00,Turkey
1775,Turkey,aydın,,fenerbahçe,mimarlık öğrencisi,,,,,,2021-04-02 11:52:19.667000+00:00,Turkey
1776,Turkey,gaziantep,,fenerbahçe,polis,,,,,,2021-04-02 11:50:37.576000+00:00,Turkey
1777,Turkey,şırnak,,galatasaray,polis,,,,,,2021-04-02 11:39:23.406000+00:00,Turkey
1778,Turkey,i̇stanbul,Bilgim olan bir piyasa değil,beşiktaş,öğrenci,,,,,,2021-04-02 11:24:26.765000+00:00,Turkey
1779,Turkey,anlara,,beşiktaş,mimar,,,,,,2021-04-02 11:07:39.474000+00:00,Turkey
1780,Turkey,balıkesir,05413050913 bu projenin çok güzel olacağına inanıyorum ,beşiktaş,öğrenci,,,,,,2021-04-02 11:06:18.910000+00:00,Turkey
1781,Turkey,i̇stanbul,,fenerbahçe,eğitmen,,,,,,2021-04-02 10:47:52.896000+00:00,Turkey
1782,Turkey,i̇stanbul,:  ,fenerbahçe,pazarlamacı,,,,,,2021-04-02 11:55:50.817000+00:00,Turkey
1783,Turkey,mardin,Xx,mardinspor,i̇şsiz,,,,,,2021-04-02 11:11:45.852000+00:00,Turkey
1784,Turkey,ankara,,galatasaray,öğrenci,,,,,,2021-04-02 10:41:34.158000+00:00,Turkey
1785,Turkey,diyarbakır,,fenerbahçe,resam,,,,,,2021-04-05 14:37:09.193000+00:00,Turkey
1786,Turkey,i̇stanbul,,galatasaray, serbest,,,,,,2021-04-02 12:08:10.392000+00:00,Turkey
1787,Turkey,osmaniye,,fenerbahçe,foto,,,,,,2021-04-02 13:18:39.651000+00:00,Turkey
1788,Turkey,ağrı, ,trabzonspor,eğitimci,,,,,,2021-04-02 13:25:22.268000+00:00,Turkey
1789,Turkey,i̇stanbul,Guzel hayirlisi,fenerbahçe,personel,,,,,,2021-04-02 18:22:51.717000+00:00,Turkey
1790,Turkey,i̇stanbul,,galatasaray,ihracat,,,,,,2021-04-02 15:26:42.648000+00:00,Turkey
1791,Turkey,antalya,05529361931,galatasaray,çifçi,,,,,,2021-04-02 15:30:00.977000+00:00,Turkey
1792,Turkey,i̇stanbul,,galatasaray,asker,,,,,,2021-04-02 15:30:28.813000+00:00,Turkey
1793,Turkey,istanbul,Hhh,fenerbahçe,bos,,,,,,2021-04-02 15:21:26.729000+00:00,Turkey
1794,Turkey,kahramanmaraş,,galatasaray,öğretmen,,,,,,2021-04-02 15:15:43.441000+00:00,Turkey
1795,Turkey,kayseri,Mantıklı bir projesin sana söylenecek laf yok,desteklemiyorum,öğrenci,,,,,,2021-04-02 15:13:50.965000+00:00,Turkey
1796,Turkey,ağrı,Evet faydalı,fenerbahçe,koruyucu,,,,,,2021-04-02 15:08:56.227000+00:00,Turkey
1797,Turkey,trabzon,Yok,trabzonspor,eczaci,,,,,,2021-04-02 15:09:23.811000+00:00,Turkey
1798,Turkey,i̇stanbul,Bende projenin parcasi olacagin,beşiktaş,kuafor,,,,,,2021-04-02 14:53:47.724000+00:00,Turkey
1799,Turkey,samsun,,altay,i̇şçi,,,,,,2021-04-02 14:49:37.900000+00:00,Turkey
1800,Turkey,kahramanmaraş,Belli olmadi,galatasaray,öğrenci,,,,,,2021-04-02 14:46:01.874000+00:00,Turkey
1801,Turkey,ankara, ,galatasaray,muhasebe,,,,,,2021-04-02 14:45:20.859000+00:00,Turkey
1802,Turkey,i̇stanbul, ,galatasaray,aşçı,,,,,,2021-04-02 15:42:50.768000+00:00,Turkey
1803,Turkey,giresun,,galatasaray,kamu görevlisi,,,,,,2021-04-02 14:32:24.364000+00:00,Turkey
1804,Turkey,van,Bil kazan,galatasaray,serbest meslek,,,,,,2021-04-02 14:32:13.945000+00:00,Turkey
1805,Turkey,konya, ,beşiktaş,serbest meslek,,,,,,2021-04-02 14:26:58.337000+00:00,Turkey
1806,Turkey,konya,Asd,ankaragücü ,enekli,,,,,,2021-04-02 14:18:55.432000+00:00,Turkey
1807,Turkey,i̇stanbul,Yok,beşiktaş,öğrenci,,,,,,2021-04-02 14:18:28.199000+00:00,Turkey
1808,Turkey,i̇stanbul,.Yeni ve sağlam proje olduğunu duydum.Başarıya ulaşması için elimden geleni yaparım.,galatasaray,i̇nfaz ve koruma memuru,,,,,,2021-04-02 14:12:00.591000+00:00,Turkey
1809,Turkey,düzce,Yok,trabzonspor,öğrenci,,,,,,2021-04-02 14:16:48.790000+00:00,Turkey
1810,Turkey,izmir,Ghcxz,beşikaş ,hamal,,,,,,2021-04-02 14:04:47.572000+00:00,Turkey
1811,Turkey,antalya,,gakatasaray,ögrenci,,,,,,2021-04-02 13:56:11.350000+00:00,Turkey
1812,Turkey,kocaeli,Yok malesef,galatasaray,elektrik mühendisi,,,,,,2021-04-02 13:55:46.957000+00:00,Turkey
1813,Turkey,batman,Bence harikasınız aynen böyle devam,beşiktaş,makina,,,,,,2021-04-02 14:17:55.402000+00:00,Turkey
1814,Turkey,amasya,,galatasaray,muhasebe,,,,,,2021-04-02 13:43:59.118000+00:00,Turkey
1815,Turkey,antalya,,fenerbahçe,öğrenci,,,,,,2021-04-02 13:41:14.446000+00:00,Turkey
1816,Turkey,i̇stanbul,...,beşiktaş,satiş,,,,,,2021-04-02 13:36:53.843000+00:00,Turkey
1817,Turkey,mardin,,fenerbahçe,öğrenci,,,,,,2021-04-02 10:36:22.979000+00:00,Turkey
1818,Turkey,diyarbakır,İlerde olabilir,galatasaray,ögretmen,,,,,,2021-04-02 16:51:20.831000+00:00,Turkey
1819,Turkey,i̇zmir,,galatasaray, öğrenci,,,,,,2021-04-02 10:36:20.741000+00:00,Turkey
1820,Turkey,i̇zmir,,beşiktaş,öğrenci,,,,,,2021-04-06 19:17:15.290000+00:00,Turkey
1821,Turkey,i̇stanbul,Tfb uygulamasının geleceğini parlak görüyorum,beşiktas,certifical staff,,,,,,2021-04-02 08:20:27.040000+00:00,Turkey
1822,Turkey,i̇stanbul,Maalesef aklıma bir şey gelmiyor ,trabzonspor,sales manager,,,,,,2021-04-02 11:05:22.063000+00:00,Turkey
1823,Turkey,antalya,Evet ,galatasaray,barmen,,,,,,2021-04-02 09:06:28.726000+00:00,Turkey
1824,Turkey,kayseri,.,trabzonspor,öğrenci,,,,,,2021-04-02 09:24:37.074000+00:00,Turkey
1825,Turkey,hatay,Uygulamayı daha güzel ve sorunsuz yapabilirsiniz,fenerbahçe,girişimci,,,,,,2021-04-02 09:48:59.787000+00:00,Turkey
1826,Turkey,manisa,,fenerbahçe,öğrenci,,,,,,2021-04-02 07:47:55.168000+00:00,Turkey
1827,Turkey,i̇zmir, ,beşiktaş,güvenlik,,,,,,2021-04-03 00:19:38.440000+00:00,Turkey
1828,Turkey,konya,Oyun sayısı artırılabilir ,beşiktaş,hemşire,,,,,,2021-04-02 18:39:24.567000+00:00,Turkey
1829,Turkey,i̇zmir,Deneyip göreceğim ,fenerbahçe,devlet memuru,,,,,,2021-04-02 15:06:51.219000+00:00,Turkey
1830,Turkey,i̇stanbul,,beşiktaş,memur,,,,,,2021-04-01 21:49:23.248000+00:00,Turkey
1831,Turkey,i̇stanbul,Şimdilik yok,fenerbahçe,öğrenci,,,,,,2021-04-01 21:47:36.668000+00:00,Turkey
1832,Turkey,i̇zmir,Öncelikle merhaba :) ben kendimi projeye çok yakın hissediyorum. Benimle iletişim kurarsanız fikirlerimi sizinle paylaşmak isterim :) iyi çalişmalar dilerim  telefon numarası :±905434860035   kullanıcı adım :hsnyrlmzz,beşiktaş,öğretmen,,,,,,2021-04-01 21:45:14.599000+00:00,Turkey
1833,Turkey,i̇stanbul,,galatasaray,serbest çalışan,,,,,,2021-04-01 21:17:02.864000+00:00,Turkey
1834,Turkey,diyarbakir,shskee21@,galatasaray,serbest,,,,,,2021-04-03 06:02:32.658000+00:00,Turkey
1835,Turkey,erzurum,,bursaspor,memur,,,,,,2021-04-01 21:05:56.746000+00:00,Turkey
1836,Turkey,ankara,Şuan için bir fikrim yok,galatasaray,satış temsilcisi,,,,,,2021-04-01 20:55:24.604000+00:00,Turkey
1837,Turkey,isparta,,galatasaray,öğrenci,,,,,,2021-04-02 08:15:00.660000+00:00,Turkey
1838,Turkey,istanbul,05446372527 ,beşiktaş,polis,,,,,,2021-04-01 20:54:20.560000+00:00,Turkey
1839,Turkey,ankara,Henüz sizi tanımaya çalışıyorum.,galatasaray,pazarlama satış,,,,,,2021-04-01 20:52:05.076000+00:00,Turkey
1840,Turkey,kahramanmaraş,Yok,galatasaray,serbest,,,,,,2021-04-01 20:37:05.734000+00:00,Turkey
1841,Turkey,manisa,ben Oktay Bay instagram hesabim; Oktaybaay_ Youtube; Oktay Bay,fenerbahçe,kasap,,,,,,2021-04-01 20:35:39.363000+00:00,Turkey
1842,Turkey,mersin, ,galatasaray,student,,,,,,2021-04-01 20:23:34.667000+00:00,Turkey
1843,Turkey,uşak,,fenerbahçe,elektrik elektronik mühendisi,,,,,,2021-04-01 20:19:31.202000+00:00,Turkey
1844,Turkey,i̇stanbul,,galatasaray,otomatik kapı,,,,,,2021-04-01 21:45:16.818000+00:00,Turkey
1845,Turkey,isparta,I dont have any comment about this but I follow it.,real madrid,student,,,,,,2021-04-01 20:02:21.846000+00:00,Turkey
1846,Turkey,ankara,@vrus.exe instagram hesabım boş bir insanım,desteklemiyorum,öğrenci,,,,,,2021-04-01 19:56:48.821000+00:00,Turkey
1847,Turkey,samsun,5452615394,fenerbahçe,muhasebeci,,,,,,2021-04-01 19:50:59.595000+00:00,Turkey
1848,Turkey,i̇stanbul,İnşallah güzel işler olur,fenerbahçe,i̇ç mimar,,,,,,2021-04-02 09:08:13.397000+00:00,Turkey
1849,Turkey,nevşehir,Yusufdemir96outlook ,galatasaray,bilgisayar öğretmeni,,,,,,2021-04-02 15:23:02.668000+00:00,Turkey
1850,Turkey,i̇stanbul,,galatasaray,gümrük yetkilisi,,,,,,2021-04-03 12:44:24.415000+00:00,Turkey
1851,Turkey,balıkesir,,fenerbahçe,özel güvenlik,,,,,,2021-04-04 18:56:34.954000+00:00,Turkey
1852,Turkey,ankara,Not now,beşi̇ktaş j.k.,engineer,,,,,,2021-04-02 10:28:08.174000+00:00,Turkey
1853,Turkey,mersin,,beşiktaş,hemşire,,,,,,2021-04-02 10:26:08.333000+00:00,Turkey
1854,Turkey,ankara,,fenerbahçe,sekreter,,,,,,2021-04-02 10:26:08.736000+00:00,Turkey
1855,Turkey,i̇stambul,Para kazanmak için girdim işalah kazanırım ,galatasaray,teknik servis,,,,,,2021-04-02 10:15:30.814000+00:00,Turkey
1856,Turkey,istanbul,fd,gb,i,,,,,,2021-04-03 11:49:13.570000+00:00,Turkey
1857,Turkey,i̇stanbul, ,galatasaray,pazarlama,,,,,,2021-04-02 09:59:34.792000+00:00,Turkey
1858,Turkey,konya,,galatasaray,öğrenci,,,,,,2021-04-02 09:26:45.018000+00:00,Turkey
1859,Turkey,istanbul,,galatasaray,muhendis,,,,,,2021-04-02 09:21:15.786000+00:00,Turkey
1860,Turkey,yozgat,,galatasaray,ögrenci,,,,,,2021-04-02 10:42:30.106000+00:00,Turkey
1861,Turkey,balikesir,,fenerbahçe,makine muhendisi,,,,,,2021-04-02 09:02:19.442000+00:00,Turkey
1862,Turkey,eskişehir, ,eskişehirspor,mühendis,,,,,,2021-04-02 08:51:09.563000+00:00,Turkey
1863,Turkey,mersin,,beşiktaş,memur,,,,,,2021-04-02 08:38:31.385000+00:00,Turkey
1864,Turkey,mersin,,beşiktaş,mühendis,,,,,,2021-04-02 08:19:34.252000+00:00,Turkey
1865,Turkey,batman,,beşiktaş,mimar,,,,,,2021-04-02 08:13:49.118000+00:00,Turkey
1866,Turkey,ankara,Teşekkür,galatasaray,i̇şçi,,,,,,2021-04-02 08:13:48.893000+00:00,Turkey
1867,Turkey,isparta,İnşallah herkes kazanacak,galatasaray,asker,,,,,,2021-04-02 15:15:32.529000+00:00,Turkey
1868,Turkey,ankara,Belki,galatasaray,muhasebe,,,,,,2021-04-02 07:54:03.016000+00:00,Turkey
1869,Turkey,konya,Şu an için fikrim yok ,galatasaray,memur,,,,,,2021-04-03 09:02:31.870000+00:00,Turkey
1870,Turkey,mardin,,galatasaray,turizm ve otelcilik,,,,,,2021-04-02 15:37:54.467000+00:00,Turkey
1871,Turkey,i̇stanbul,,beşiktaş,tekniker,,,,,,2021-04-02 08:19:17.096000+00:00,Turkey
1872,Turkey,i̇stanbul,Yok,fenerbahçe,nan,,,,,,2021-04-02 08:13:48.908000+00:00,Turkey
1873,Turkey,i̇stanbul,Güzel ,fenerbahçe,tiyatro,,,,,,2021-04-02 08:13:50.982000+00:00,Turkey
1874,Turkey,bartin,.,fenerbahçe,biyolog,,,,,,2021-04-02 18:27:51.958000+00:00,Turkey
1875,Turkey,istanbul,,fenerbahçe,öğrenci,,,,,,2021-04-03 05:59:52.236000+00:00,Turkey
1876,Turkey,i̇zmir,.  mrrt0935,göztepe,akademisyen,,,,,,2021-04-02 07:49:26.966000+00:00,Turkey
1877,Turkey,ankara, ,trabzonspor,i̇ç mimar,,,,,,2021-04-02 07:48:26.456000+00:00,Turkey
1878,Turkey,hatay,Yeni oyunlar gelmeli ,galatasaray,öğrenci,,,,,,2021-04-07 07:34:16.379000+00:00,Turkey
1879,Turkey,istanbul,,galatasaray,e-ticaret,,,,,,2021-04-02 22:47:36.426000+00:00,Turkey
1880,Turkey,adana, ,fenerbahçe,öğretmen,,,,,,2021-04-03 06:38:41.055000+00:00,Turkey
1881,Turkey,şırnak,     ,dalkurdfc,kimyager,,,,,,2021-04-02 15:54:02.338000+00:00,Turkey
1882,Turkey,hatay,,galatasaray,esnaf,,,,,,2021-04-02 15:47:00.735000+00:00,Turkey
1883,Turkey,i̇stanbul,,beşiktaş,öğrenci,,,,,,2021-04-02 21:04:48.147000+00:00,Turkey
1884,Turkey,i̇stanbul,,galatasaray,emlak sektoru,,,,,,2021-04-02 20:55:16.102000+00:00,Turkey
1885,Turkey,balıkesir,,galatasaray,yok,,,,,,2021-04-02 21:06:18.776000+00:00,Turkey
1886,Turkey,konya,https://www.facebook/nazmi.oz  sosyal medya ortamında geçirdiğim uzun zamanımı kendime faydası olacak şekilde kullanmak  isterim,galatasaray,çiftçi,,,,,,2021-04-02 20:35:29.212000+00:00,Turkey
1887,Turkey,i̇stanbul,Yenilikci ve spesifik her şeye acigimdir. Ayrıca hukuki konularda kendime guvdniyorum.  Twitter: @burakgunulu,beşiktaş,avukat,,,,,,2021-04-02 20:47:19.795000+00:00,Turkey
1888,Turkey,ankara,,fenerbahçe,hava trafik kontrolörü,,,,,,2021-04-02 20:24:05.610000+00:00,Turkey
1889,Turkey,ankara,,mke ankaragücü,motor ustası,,,,,,2021-04-02 20:23:38.982000+00:00,Turkey
1890,Turkey,ankara,Yok,galatasaray,atc,,,,,,2021-04-02 20:16:38.121000+00:00,Turkey
1891,Turkey,kocaeli̇,,trabzonspor,i̇şçi̇,,,,,,2021-04-02 20:16:00.224000+00:00,Turkey
1892,Turkey,adana,Hayır,beşiktaş,ev hanımı,,,,,,2021-04-02 20:25:09.393000+00:00,Turkey
1893,Turkey,batman,,fenerbahçe,serbest,,,,,,2021-04-02 20:16:10.762000+00:00,Turkey
1894,Turkey,i̇stanbul, ,beşiktaş,öğrenci,,,,,,2021-04-02 20:13:23.393000+00:00,Turkey
1895,Turkey,trabzon,Fikrim yok sadece yatirimciyim,trabzonspor,ögrenci,,,,,,2021-04-02 21:22:08.977000+00:00,Turkey
1896,Turkey,aksaray,,fenerbahçe,i̇mam,,,,,,2021-04-02 20:17:11.373000+00:00,Turkey
1897,Turkey,kahramanmaras,Yok,beşiktaş,serbest,,,,,,2021-04-02 20:09:07.600000+00:00,Turkey
1898,Turkey,batman,Ilerde bilgi sahibi olursam bilgi veririm artik,galatasaray,memur,,,,,,2021-04-02 20:03:29.749000+00:00,Turkey
1899,Turkey,antalya,,beşiktaş,serbest meslek,,,,,,2021-04-02 19:57:21.063000+00:00,Turkey
1900,Turkey,muğla, ,galatasaray,hizmet sektörü,,,,,,2021-04-02 19:44:02.100000+00:00,Turkey
1901,Turkey,balıkesir,       İnternetten alışveriş zaten yapıyoruz. Popüler siteler yada az bilinenler TFB ile yaparsak ödül TFB alalım,galatasaray,öğretmen,,,,,,2021-04-02 19:44:22.241000+00:00,Turkey
1902,Turkey,aydın,Güzel proje,galatasaray,masse,,,,,,2021-04-02 19:40:27.730000+00:00,Turkey
1903,Turkey,kırşehir,Maalesef yok ,fenerbahçe,öğrenci,,,,,,2021-04-02 19:52:52.385000+00:00,Turkey
1904,Turkey,kocaeli̇, ,galatasaray,trader,,,,,,2021-04-02 19:35:15.422000+00:00,Turkey
1905,Turkey,balıkesir,,galatasaray,mühendis,,,,,,2021-04-02 19:28:12.649000+00:00,Turkey
1906,Turkey,i̇stanbul,Kazanmak istiyorum umarım kazanırım,beşiktaş,öğrenci,,,,,,2021-04-02 19:48:38.479000+00:00,Turkey
1907,Turkey,afyon,,galatasaray,öprenci,,,,,,2021-04-03 20:07:49.035000+00:00,Turkey
1908,Turkey,dar es salam,,simba,student,,,,,,2021-04-03 00:48:39.728000+00:00,Turkey
1909,Turkey,kahramanmaraş,batuhanbalkaya1,beşiktaş,öğrenci,,,,,,2021-04-03 08:31:43.825000+00:00,Turkey
1910,Turkey,şırnak,çok yararlı bir proje gerçekten,fenerbahçe,tercüman,,,,,,2021-04-02 15:39:43.393000+00:00,Turkey
1911,Turkey,bitlis,,galatasaray,hemşire,,,,,,2021-04-02 21:15:43.377000+00:00,Turkey
1912,Turkey,kahramanmaraş,@reeceep0 instagram @nercly tg ,galatasaray,yazılımcı,,,,,,2021-04-02 21:12:05.586000+00:00,Turkey
1913,Turkey,i̇stanbul,Hayir,galatasaray,öğretmen,,,,,,2021-04-03 06:01:02.098000+00:00,Turkey
1914,Turkey,hatay,@rukiye326,galatasaray,ev hanimi,,,,,,2021-04-03 06:00:59.641000+00:00,Turkey
